AccessoriesUSD,AlfaUSD,AppLBP,AppUSD,CapitalUSD,CashLBP,CashUSD,ClientDebtsUSD,ComissionLBP,ComissionTotalLBP_Accumulated,ComissionTotalUSD_Accumulated,ComissionUSD,CountDate,CountTime,ExpensesUSD,Notes,OwnerWithdrawal,PNL_ID,PNL_ResultUSD,ReceivablesUSD,SystemLBP,SystemUSD,TouchUSD,USDT,isManual
"$19,481.18",$61.92,"$1,760,506.00","$3,256.65","$13,000.00","$79,343,000.00","$13,088.00","$2,370.51","$443,902.00","$11,626,025.00","$2,228.89",$31.31,2025-12-29 00:00:00,1899-12-30 20:59:50,"$3,005.51",Closing,[],828,"$5,066.88",$30.00,"$61,829,430.00","$2,700.87",$2.27,"$4,980.60",False
"$19,478.88",$60.78,"$995,506.00","$2,256.65","$13,000.00","$78,143,000.00","$4,110.00","$2,370.51",$0.00,"$12,069,927.00","$2,260.20",$0.00,2025-12-30 00:00:00,1899-12-30 08:33:44,"$3,005.51",Opening,[],829,"$5,055.84",$30.00,"$241,829,430.00","$10,700.87",$2.27,"$4,980.60",False
"$19,478.88",$60.78,"$18,424,506.00","$1,733.15","$13,000.00","$76,620,000.00","$4,765.00","$2,403.73",$0.00,"$12,069,927.00","$2,260.20",$0.00,2025-12-30 00:00:00,1899-12-30 09:45:47,"$3,005.51",Checking,[],830,"$5,062.31",$30.00,"$217,037,430.00","$10,700.87",$2.25,"$4,980.60",False
"$19,478.88",$60.78,"$17,962,506.00","$2,176.15","$13,000.00","$88,550,000.00","$4,400.00","$2,403.73",$0.00,"$12,069,927.00","$2,260.20",$0.00,2025-12-30 00:00:00,1899-12-30 10:14:20,"$3,005.51",Checking,[],831,"$5,082.62",$30.00,"$199,777,430.00","$10,700.87",$2.25,"$4,980.60",False
"$19,432.13",$44.36,"$39,142,356.00",$265.15,"$13,000.00","$146,790,000.00","$14,720.00","$2,151.73",$0.00,"$12,069,927.00","$2,260.20",$0.00,2025-12-30 00:00:00,1899-12-30 17:36:52,"$3,009.31",Checking,[],832,"$5,184.22",$30.00,"$48,677,430.00","$7,409.10",$2.25,"$1,018.61",False
"$19,308.02",$44.36,"$31,574,356.00",$35.25,"$13,000.00","$176,670,000.00","$18,405.00","$2,032.73","$1,039,482.00","$12,069,927.00","$2,260.20",$52.17,2025-12-30 00:00:00,1899-12-30 22:56:19,"$3,035.97",Closing,[],837,"$5,230.98",$30.00,"$14,517,430.00","$4,393.10",$2.25,"$1,018.61",False
"$19,308.02",$44.36,"$31,112,356.00",$596.75,"$13,000.00","$305,820,000.00","$9,725.00","$2,032.73",$0.00,"$13,109,409.00","$2,312.37",$0.00,2025-12-31 00:00:00,1899-12-30 10:59:46,"$3,035.97",Opening,[],838,"$5,223.01",$30.00,"$164,517,430.00","$9,407.10",$2.25,"$1,018.61",False
"$19,274.02",$44.36,"$30,347,356.00",$884.05,"$13,000.00","$324,650,000.00","$8,117.00","$2,032.73",$0.00,"$13,109,409.00","$2,312.37",$0.00,2025-12-31 00:00:00,1899-12-30 11:06:20,"$3,035.97",Checking,[],839,"$5,229.04",$30.00,"$164,517,430.00","$10,578.10",$2.25,"$1,018.61",False
"$19,241.06",$28.52,"$23,580,106.00","$1,957.35","$13,000.00","$348,565,000.00","$14,456.00","$1,592.90",$0.00,"$13,109,409.00","$2,312.37",$0.00,2025-12-31 00:00:00,1899-12-30 15:42:59,"$3,045.97",Checking,[],840,"$5,340.46",$30.00,"$136,612,430.00","$4,158.46",$2.25,"$1,018.61",False
"$19,216.76",$17.96,"$4,092,606.00",$864.55,"$13,000.00","$342,025,000.00","$17,391.00","$1,528.70","$1,720,625.00","$13,109,409.00","$2,312.37",$71.77,2025-12-31 00:00:00,1899-12-30 19:06:20,"$3,045.97",Closing,[],841,"$5,426.11",$30.00,"$93,042,430.00","$3,043.96",$2.25,$930.61,False
"$19,216.76",$17.96,"$9,172,606.00","$1,377.13","$13,000.00","$342,545,000.00","$17,026.00","$1,489.25",$0.00,"$14,830,034.00","$2,384.14",$0.00,2026-01-02 00:00:00,1899-12-30 10:35:02,"$3,045.97",Opening,[],842,"$5,661.46",$30.00,"$93,042,430.00","$3,043.96",$2.25,$930.61,False
"$18,896.99",$17.96,"$9,656,206.00",$902.13,"$13,000.00","$343,995,000.00","$17,541.00","$1,322.25",$0.00,"$14,830,034.00","$2,384.14",$0.00,2026-01-02 00:00:00,1899-12-30 17:15:44,"$3,045.97",Checking,[],843,"$5,683.73",$30.00,"$73,042,430.00","$3,032.96",$2.25,"$1,256.61",False
"$18,787.99",$17.96,"$9,034,856.00",$732.00,"$13,000.00","$344,815,000.00","$18,161.00","$1,460.17",$0.00,"$14,830,034.00","$2,384.14",$0.00,2026-01-02 00:00:00,1899-12-30 21:14:09,"$3,045.97",Checking,[],844,"$5,758.69",$30.00,"$60,322,430.00","$2,507.96",$2.25,"$1,455.51",False
"$18,471.69",$17.96,"$9,634,856.00",$876.50,"$13,000.00","$344,815,000.00","$18,296.00","$1,470.17","$32,720.00","$14,830,034.00","$2,384.14",$13.25,2026-01-02 00:00:00,1899-12-30 22:51:34,"$3,045.97",Closing,[],845,"$5,758.36",$30.00,"$60,322,430.00","$2,507.96",$2.25,"$1,455.51",False
"$18,471.69",$17.96,"$9,634,856.00",$876.50,"$13,000.00","$344,815,000.00","$17,696.00","$1,470.17",$0.00,"$14,862,754.00","$2,397.39",$0.00,2026-01-03 00:00:00,1899-12-30 08:40:13,"$3,045.97",Opening,[],846,"$7,307.28",$30.00,"$71,741,815.00","$3,930.00",$2.25,"$1,455.51",False
"$18,471.69",$17.96,"$9,634,856.00",$876.50,"$13,000.00","$344,815,000.00","$17,696.00","$1,470.17",$0.00,"$14,862,754.00","$2,397.39",$0.00,2026-01-03 00:00:00,1899-12-30 08:45:45,"$3,045.97",Checking,[],847,"$7,307.28",$30.00,"$71,741,815.00","$3,930.00",$2.25,"$1,455.51",False
"$18,450.69",$89.96,"$14,289,156.00",$196.42,"$13,000.00","$205,995,000.00","$18,530.00","$1,595.73",$0.00,"$14,862,754.00","$2,397.39",$0.00,2026-01-03 00:00:00,1899-12-30 14:18:50,"$3,097.34",Checking,[],848,"$7,394.60",$30.00,"$106,751,815.00","$4,938.00",$2.25,"$1,455.51",False
"$18,318.14",$157.40,"$3,044,156.00",$259.63,"$13,000.00","$203,815,000.00","$13,972.00","$1,620.73",$0.00,"$14,862,754.00","$2,397.39",$0.00,2026-01-03 00:00:00,1899-12-30 17:00:39,"$3,097.34",Checking,[],849,"$7,483.59",$30.00,"$89,241,815.00","$8,402.00",$66.97,"$2,100.51",False
"$18,289.64",$148.40,"$6,406,906.00",$667.93,"$13,000.00","$205,555,000.00","$13,911.00","$1,385.73",$0.00,"$14,862,754.00","$2,397.39",$0.00,2026-01-03 00:00:00,1899-12-30 18:36:19,"$3,097.34",Checking,[],850,"$7,518.86",$30.00,"$79,241,815.00","$8,341.89",$66.97,"$2,100.51",False
"$18,285.89",$148.40,"$2,531,906.00",$342.93,"$13,000.00","$205,275,000.00","$18,317.00","$1,514.73","$1,103,130.00","$14,862,754.00","$2,397.39",$71.15,2026-01-03 00:00:00,1899-12-30 23:25:49,$0.00,Closing (Withdrawal),40204000,852,"$4,020.40",$30.00,"$79,241,815.00","$3,571.89",$66.97,"$2,289.55",False
"$18,285.89",$148.40,"$2,531,906.00",$156.93,"$13,000.00","$205,365,000.00","$10,269.00","$1,514.73",$0.00,"$15,965,884.00","$2,468.54",$0.00,2026-01-05 00:00:00,1899-12-30 07:58:36,$0.00,Opening,[],853,$5.97,$30.00,"$79,241,815.00","$2,567.87",$66.97,"$2,479.55",False
"$18,197.75",$111.30,"$2,565,906.00",$167.93,"$13,000.00","$94,125,000.00","$9,950.00","$2,081.73",$0.00,"$15,965,884.00","$2,468.54",$0.00,2026-01-05 00:00:00,1899-12-30 11:09:33,$0.00,Checking,[],854,$60.13,$30.00,"$156,561,815.00","$2,641.87",$64.81,"$2,479.55",False
"$18,194.25",$111.30,"$16,615,306.00",$287.93,"$13,000.00","$94,105,000.00","$5,185.00","$1,804.06",$0.00,"$15,965,884.00","$2,468.54",$0.00,2026-01-05 00:00:00,1899-12-30 12:23:33,$0.00,Checking,[],855,$68.45,$30.00,"$119,791,815.00","$8,165.33",$64.81,"$2,479.55",False
"$18,137.25",$129.30,"$6,465,356.00","$1,550.13","$13,000.00","$87,095,000.00","$4,930.00","$2,156.06",$0.00,"$15,965,884.00","$2,468.54",$0.00,2026-01-05 00:00:00,1899-12-30 14:56:17,$0.00,Checking,[],856,$136.31,$30.00,"$95,991,815.00","$7,359.34",$54.17,"$2,479.55",False
"$18,000.00",$174.48,"$6,120,406.00","$1,119.53","$13,000.00","$114,255,000.00","$9,733.00","$3,843.06",$0.00,"$15,965,884.00","$2,468.54",$0.00,2026-01-05 00:00:00,1899-12-30 18:53:24,$0.00,Checking,[],857,$284.44,$30.00,"$31,991,815.00","$2,100.34",$54.17,"$2,479.55",False
"$17,991.50",$174.48,"$4,430,406.00",$185.73,"$13,000.00","$111,395,000.00","$10,143.00","$3,801.06","$599,580.00","$15,965,884.00","$2,468.54",$78.42,2026-01-05 00:00:00,1899-12-30 21:11:53,$408.00,Closing,[],858,$335.80,$30.00,"$26,071,815.00","$1,805.84",$54.17,"$2,479.55",False
"$17,991.50",$174.48,"$4,050,406.00",$293.73,"$13,000.00","$111,795,000.00","$10,107.00","$3,731.06",$0.00,"$16,565,464.00","$2,546.96",$0.00,2026-01-06 00:00:00,1899-12-30 08:55:34,$408.00,Opening,[],859,$338.03,$30.00,"$26,071,815.00","$1,805.84",$54.17,"$2,479.55",False
"$17,973.00",$174.48,"$4,071,406.00","$1,669.07","$13,000.00","$138,675,000.00","$7,880.00","$2,212.29",$0.00,"$16,565,464.00","$2,546.96",$0.00,2026-01-06 00:00:00,1899-12-30 17:37:25,$408.00,Checking,[],860,$408.15,$30.00,"$85,201,851.00","$5,516.30",$54.17,$500.55,False
"$17,973.00",$172.34,"$9,385,656.00",$417.57,"$13,000.00","$149,465,000.00","$8,197.00","$2,296.84",$0.00,"$16,565,464.00","$2,546.96",$0.00,2026-01-06 00:00:00,1899-12-30 21:32:46,$408.00,Checking,[],861,$454.32,$30.00,"$66,071,815.00","$7,100.30",$46.69,$500.55,False
"$17,973.00",$172.34,"$9,385,656.00",$417.57,"$13,000.00","$149,465,000.00","$8,197.00","$2,296.84","$381,620.00","$16,565,464.00","$2,546.96",$32.66,2026-01-06 00:00:00,1899-12-30 21:37:13,$408.00,Closing,[],862,$454.32,$30.00,"$66,071,815.00","$7,100.30",$46.69,$500.55,False
"$17,973.00",$172.34,"$9,385,656.00",$417.57,"$13,000.00","$149,465,000.00","$8,197.00","$2,296.84",$0.00,"$16,947,084.00","$2,579.62",$0.00,2026-01-07 00:00:00,1899-12-30 08:12:25,$408.00,Opening,[],863,$454.32,$30.00,"$66,071,815.00","$7,100.30",$46.69,$500.55,False
"$17,957.08",$154.36,"$1,993,456.00","$1,057.78","$13,000.00","$91,916,000.00","$11,516.00","$2,437.97",$0.00,"$16,947,084.00","$2,579.62",$0.00,2026-01-07 00:00:00,1899-12-30 18:19:30,$408.00,Checking,[],864,$661.31,$30.00,"$24,185,815.00","$3,968.85",$46.69,"$1,457.55",False
"$17,947.81",$124.36,"$1,969,456.00",$306.78,"$13,000.00","$86,986,000.00","$15,866.00","$1,897.63","$964,685.00","$16,947,084.00","$2,579.62",$45.71,2026-01-07 00:00:00,1899-12-30 21:25:11,$408.00,Closing,[],865,$693.10,$30.00,"$23,585,815.00","$1,177.85",$46.69,"$1,457.55",False
"$17,947.81",$124.36,"$1,969,456.00",$201.78,"$13,000.00","$86,986,000.00","$15,926.00","$1,857.63",$0.00,"$17,911,769.00","$2,625.33",$0.00,2026-01-08 00:00:00,1899-12-30 08:19:49,$408.00,Opening,[],866,$695.17,$30.00,"$23,585,815.00","$1,177.85",$46.69,"$1,544.62",False
"$17,947.81",$150.24,"$7,760,106.00",$830.78,"$13,000.00","$87,736,000.00","$10,546.00","$1,577.63",$0.00,"$17,911,769.00","$2,625.33",$0.00,2026-01-08 00:00:00,1899-12-30 10:57:43,$408.00,Checking,[],867,$751.17,$30.00,"$144,105,815.00","$4,802.75",$46.69,"$1,544.62",False
"$17,947.81",$150.10,"$3,330,106.00","$4,031.84","$13,000.00","$94,636,000.00","$6,267.00","$1,697.63",$0.00,"$17,911,769.00","$2,625.33",$0.00,2026-01-08 00:00:00,1899-12-30 13:17:34,$408.00,Checking,[],868,$824.78,$30.00,"$132,625,815.00","$5,754.56",$46.69,"$1,716.62",False
"$18,221.16",$146.96,"$3,492,745.00","$2,604.07","$13,000.00","$59,496,000.00","$5,469.00","$1,783.84",$0.00,"$17,911,769.00","$2,625.33",$0.00,2026-01-08 00:00:00,1899-12-30 18:54:44,$438.00,Checking,[],870,$929.90,$30.00,"$208,415,815.00","$7,438.42",$43.53,"$1,716.62",False
"$18,215.36",$146.96,"$2,512,745.00",$743.07,"$13,000.00","$60,526,000.00","$10,784.00","$1,782.97","$1,291,470.00","$17,911,769.00","$2,625.33",$53.55,2026-01-08 00:00:00,1899-12-30 21:26:56,$443.00,Closing,[],871,$944.21,$30.00,"$105,415,815.00","$6,502.29",$43.53,"$1,516.62",False
"$18,215.36",$146.96,"$2,512,745.00",$243.07,"$13,000.00","$60,526,000.00","$11,184.00","$1,782.97",$0.00,"$19,203,239.00","$2,678.88",$0.00,2026-01-09 00:00:00,1899-12-30 08:26:37,$443.00,Opening,[],872,$944.21,$30.00,"$105,415,815.00","$6,502.29",$43.53,"$1,516.62",False
"$18,160.66",$146.96,"$5,113,745.00",$5.07,"$13,000.00","$51,286,000.00","$14,065.00","$1,935.77",$0.00,"$19,203,239.00","$2,678.88",$0.00,2026-01-09 00:00:00,1899-12-30 12:25:30,$443.00,Checking,[],873,$994.55,$30.00,"$87,775,815.00","$4,156.19",$43.53,"$1,516.62",False
"$17,910.06",$125.96,"$4,673,745.00","$1,387.29","$13,000.00","$128,366,000.00","$12,820.00","$2,670.44",$0.00,"$19,203,239.00","$2,678.88",$0.00,2026-01-09 00:00:00,1899-12-30 16:57:39,$455.00,Checking,[],874,"$1,114.60",$30.00,"$149,315,815.00",$77.30,$19.25,"$3,418.77",False
"$17,875.71",$110.26,"$3,913,745.00",$59.91,"$13,000.00","$124,346,000.00","$13,349.00","$2,549.49","$1,796,500.00","$19,203,239.00","$2,678.88",$54.28,2026-01-09 00:00:00,1899-12-30 21:48:51,$455.00,Closing,[],875,"$1,121.25",$30.00,"$143,615,815.00","$4,585.30",$19.25,$405.77,False
"$17,875.71",$110.26,"$3,913,745.00",$59.91,"$13,000.00","$124,346,000.00","$13,349.00","$2,549.49",$0.00,"$20,999,739.00","$2,733.16",$0.00,2026-01-10 00:00:00,1899-12-30 08:17:50,$455.00,Opening,[],876,"$1,121.25",$30.00,"$143,615,815.00","$4,585.30",$19.25,$405.77,False
"$17,814.41",$172.12,"$2,375,695.00",$145.51,"$13,000.00","$130,556,000.00","$18,040.00","$2,496.89",$0.00,"$20,999,739.00","$2,733.16",$0.00,2026-01-10 00:00:00,1899-12-30 14:10:09,$455.00,Checking,[],877,"$1,261.28",$30.00,"$16,405,815.00",$43.78,$6.45,"$2,405.77",False
"$17,805.41",$172.12,"$6,025,945.00","$1,845.34","$13,000.00","$98,671,000.00","$12,945.00","$2,591.16",$0.00,"$20,999,739.00","$2,733.16",$0.00,2026-01-10 00:00:00,1899-12-30 19:32:19,$455.00,Checking,[],878,"$1,360.82",$30.00,"$33,505,815.00","$3,701.21",$6.45,"$4,140.77",False
"$17,796.91",$172.12,"$4,552,595.00","$1,675.34","$13,000.00","$98,341,000.00","$13,405.00","$2,561.16","$714,250.00","$20,999,739.00","$2,733.16",$71.48,2026-01-10 00:00:00,1899-12-30 21:14:17,$455.00,Closing,[],880,"$1,377.78",$30.00,"$33,505,815.00","$3,701.21",$6.45,"$4,140.77",False
"$17,796.91",$172.12,"$4,552,595.00","$1,710.34","$13,000.00","$98,341,000.00","$13,405.00","$2,526.16",$0.00,"$21,713,989.00","$2,804.64",$0.00,2026-01-12 00:00:00,1899-12-30 08:18:12,$455.00,Opening,[],881,"$1,377.78",$30.00,"$33,505,815.00","$3,701.21",$6.45,"$4,140.77",False
"$17,796.91",$157.62,"$15,520,542.00",$957.34,"$13,000.00","$74,531,000.00","$5,835.00","$2,654.50",$0.00,"$21,713,989.00","$2,804.64",$0.00,2026-01-12 00:00:00,1899-12-30 10:30:16,$455.00,Checking,[],882,"$1,397.34",$30.00,"$165,285,815.00","$10,659.21",$6.45,"$4,140.77",False
"$17,779.59",$157.62,"$2,429,542.00",$656.34,"$13,000.00","$72,141,000.00","$8,328.00","$3,589.28",$0.00,"$21,713,989.00","$2,804.64",$0.00,2026-01-12 00:00:00,1899-12-30 12:18:05,$455.00,Checking,[],883,"$1,418.57",$30.00,"$155,225,815.00","$7,716.67",$6.45,"$4,140.77",False
"$17,777.29",$147.06,"$2,143,942.00",$193.64,"$13,000.00","$80,110,000.00","$13,521.00","$3,316.50",$0.00,"$21,713,989.00","$2,804.64",$0.00,2026-01-12 00:00:00,1899-12-30 15:00:57,$455.00,Checking,[],884,"$1,443.69",$30.00,"$99,170,815.00","$3,835.67",$6.45,"$4,140.77",False
"$17,763.90",$147.06,"$8,496,192.00",$131.93,"$13,000.00","$79,631,000.00","$9,189.00","$3,344.22",$0.00,"$21,713,989.00","$2,804.64",$0.00,2026-01-12 00:00:00,1899-12-30 17:00:10,$455.00,Checking,[],885,"$1,462.61",$30.00,"$80,950,815.00","$8,547.00",$6.45,"$4,140.77",False
"$17,763.90",$147.06,"$1,913,342.00",$20.57,"$13,000.00","$86,821,000.00","$14,866.00","$2,581.33",$0.00,"$21,713,989.00","$2,804.64",$0.00,2026-01-12 00:00:00,1899-12-30 18:56:59,$455.00,Checking,[],886,"$1,499.32",$30.00,"$67,560,815.00","$3,962.99",$6.45,"$4,140.77",False
"$17,756.40",$219.06,"$4,293,372.00",$385.08,"$13,000.00","$85,900,000.00","$15,395.00","$2,551.66","$1,505,290.00","$21,713,989.00","$2,804.64",$62.08,2026-01-12 00:00:00,1899-12-30 21:15:22,$455.00,Closing,[],887,"$1,537.27",$30.00,"$57,560,815.00","$3,593.00",$6.45,"$4,140.77",False
"$17,756.40",$219.06,"$4,293,342.00",$457.05,"$13,000.00","$85,900,000.00","$15,395.00","$2,481.66",$0.00,"$23,219,279.00","$2,866.72",$0.00,2026-01-13 00:00:00,1899-12-30 08:23:21,$455.00,Opening,[],888,"$1,539.24",$30.00,"$57,560,815.00","$3,593.00",$6.45,"$4,140.77",False
"$17,755.70",$291.06,"$8,898,242.00","$2,272.05","$13,000.00","$270,010,000.00","$7,895.00","$2,286.66",$0.00,"$23,219,279.00","$2,866.72",$0.00,2026-01-13 00:00:00,1899-12-30 12:17:44,$455.00,Checking,[],889,"$1,622.97",$30.00,"$79,420,815.00","$7,152.00",$6.45,"$4,139.77",False
"$17,744.35",$286.06,"$6,033,892.00","$1,860.91","$13,000.00","$131,211,000.00","$13,557.00","$2,306.66",$0.00,"$23,219,279.00","$2,866.72",$0.00,2026-01-13 00:00:00,1899-12-30 15:57:11,$482.00,Checking,[],890,"$1,692.89",$30.00,"$184,540,815.00","$6,079.00",$73.13,$500.77,False
"$17,903.15",$286.06,"$4,041,892.00",$711.33,"$13,000.00","$120,781,000.00","$20,125.00","$2,205.33",$0.00,"$23,219,279.00","$2,866.72",$0.00,2026-01-13 00:00:00,1899-12-30 20:10:49,$482.00,Checking,[],891,"$1,752.17",$30.00,"$123,805,815.00","$1,284.50",$73.13,$974.77,False
"$17,903.15",$286.06,"$4,041,892.00",$683.33,"$13,000.00","$120,781,000.00","$20,125.00","$2,205.33","$1,695,250.00","$23,219,279.00","$2,866.72",$51.02,2026-01-13 00:00:00,1899-12-30 21:46:38,$482.00,Closing,[],892,"$1,753.17",$30.00,"$123,805,815.00","$1,284.50",$73.13,"$1,017.77",False
"$17,903.15",$286.06,"$4,041,892.00",$800.33,"$13,000.00","$120,781,000.00","$20,125.00","$2,090.33",$0.00,"$24,914,529.00","$2,917.74",$0.00,2026-01-14 00:00:00,1899-12-30 08:07:00,$482.00,Opening,[],893,"$1,755.17",$30.00,"$123,805,815.00","$1,284.50",$73.13,"$1,017.77",False
"$17,900.85",$286.06,"$9,855,392.00","$3,360.33","$13,000.00","$104,846,000.00","$9,874.00","$2,090.33",$0.00,"$24,914,529.00","$2,917.74",$0.00,2026-01-14 00:00:00,1899-12-30 10:03:17,$482.00,Checking,[],894,"$1,816.16",$30.00,"$207,515,815.00","$8,155.00",$41.53,"$1,017.77",False
"$17,891.18",$286.06,"$34,385,842.00",$32.13,"$13,000.00","$92,876,000.00","$14,336.00","$2,281.78",$0.00,"$24,914,529.00","$2,917.74",$0.00,2026-01-14 00:00:00,1899-12-30 12:11:59,$482.00,Checking,[],895,"$1,838.25",$30.00,"$154,815,815.00","$7,297.50",$41.53,"$1,017.77",False
"$17,854.31",$286.06,"$24,156,442.00",$394.88,"$13,000.00","$168,906,000.00","$13,658.00","$2,636.00",$0.00,"$24,914,529.00","$2,917.74",$0.00,2026-01-14 00:00:00,1899-12-30 14:57:37,$482.00,Checking,[],896,"$1,853.61",$30.00,"$107,235,815.00","$4,951.50",$41.53,"$3,017.77",False
"$17,844.86",$283.92,"$14,561,942.00","$2,216.64","$13,000.00","$145,196,000.00","$11,111.50","$2,426.56",$0.00,"$24,914,529.00","$2,917.74",$0.00,2026-01-14 00:00:00,1899-12-30 18:20:14,$482.00,Checking,[],897,"$1,934.90",$30.00,"$52,355,815.00","$6,732.50",$41.53,"$3,274.77",False
"$17,820.86",$279.64,"$11,364,692.00","$2,972.64","$13,000.00","$145,306,000.00","$10,428.50","$2,402.11",$0.00,"$24,914,529.00","$2,917.74",$0.00,2026-01-14 00:00:00,1899-12-30 19:59:20,$482.00,Checking,[],898,"$1,954.35",$30.00,"$52,355,815.00","$6,893.50",$39.37,"$3,175.77",False
"$17,822.36",$279.64,"$11,364,692.00","$3,200.79","$13,000.00","$146,056,000.00","$9,999.00","$2,328.67","$1,493,050.00","$24,914,529.00","$2,917.74",$54.15,2026-01-14 00:00:00,1899-12-30 21:09:17,$524.50,Closing,[],899,"$1,958.39",$30.00,"$52,355,815.00","$6,803.50",$39.37,"$3,175.77",False
"$17,822.36",$279.64,"$11,364,692.00","$3,200.79","$13,000.00","$146,056,000.00","$10,054.00","$2,328.67",$0.00,"$26,407,579.00","$2,971.89",$0.00,2026-01-15 00:00:00,1899-12-30 08:11:18,$524.50,Opening,[],900,"$2,013.39",$30.00,"$52,355,815.00","$6,803.50",$39.37,"$3,175.77",False
"$17,822.36",$268.08,"$9,089,692.00","$3,749.79","$13,000.00","$170,366,000.00","$11,643.00","$2,608.67",$0.00,"$26,407,579.00","$2,971.89",$0.00,2026-01-15 00:00:00,1899-12-30 10:09:01,$524.50,Checking,[],901,"$2,035.36",$30.00,"$46,355,815.00","$4,641.50",$39.37,"$3,175.77",False
"$17,789.23",$268.08,"$8,786,692.00",$983.09,"$13,000.00","$86,996,000.00","$8,960.00","$2,086.22",$0.00,"$26,407,579.00","$2,971.89",$0.00,2026-01-15 00:00:00,1899-12-30 12:46:43,$524.50,Checking,[],902,"$2,046.71",$30.00,"$183,125,815.00","$9,969.50",$39.37,"$3,296.77",False
"$17,786.93",$268.01,"$1,497,442.00","$2,908.00","$13,000.00","$90,441,000.00","$10,269.00","$2,092.33",$0.00,"$26,407,579.00","$2,971.89",$0.00,2026-01-15 00:00:00,1899-12-30 15:05:33,$524.50,Checking,[],903,"$2,115.99",$30.00,"$163,851,815.00","$7,454.50",$39.37,"$3,296.77",False
"$17,781.18",$268.08,"$2,479,092.00","$1,223.81","$13,000.00","$92,671,000.00","$16,012.00","$2,251.00",$0.00,"$26,407,579.00","$2,971.89",$0.00,2026-01-15 00:00:00,1899-12-30 16:31:22,$524.50,Checking,[],904,"$2,130.34",$30.00,"$151,261,815.00","$3,374.50",$39.37,"$3,296.77",False
"$17,777.18",$247.08,"$4,859,092.00",$596.11,"$13,000.00","$144,275,000.00","$9,464.00","$2,175.00",$0.00,"$26,407,579.00","$2,971.89",$0.00,2026-01-15 00:00:00,1899-12-30 18:52:48,$524.50,Checking,[],905,"$2,169.23",$30.00,"$84,561,815.00","$10,606.50",$102.89,"$3,141.77",False
"$17,769.18",$247.08,"$2,217,092.00",$248.00,"$13,000.00","$130,466,000.00","$9,734.00","$2,157.11","$495,574.00","$26,407,579.00","$2,971.89",$46.42,2026-01-15 00:00:00,1899-12-30 21:07:54,$524.50,Closing,[],906,"$2,185.05",$30.00,"$83,861,815.00","$10,686.50",$97.57,"$3,141.77",False
"$17,769.18",$247.08,"$2,217,092.00",$187.00,"$13,000.00","$130,466,000.00","$9,834.00","$2,260.11",$0.00,"$26,903,153.00","$3,018.31",$0.00,2026-01-16 00:00:00,1899-12-30 08:01:43,$524.50,Opening,[],907,"$2,188.89",$30.00,"$83,861,815.00","$10,686.50",$97.42,"$2,957.77",False
"$17,769.18",$245.94,"$1,367,092.00",$594.00,"$13,000.00","$130,926,000.00","$9,810.00","$2,260.11",$0.00,"$26,903,153.00","$3,018.31",$0.00,2026-01-16 00:00:00,1899-12-30 10:30:02,$524.50,Checking,[],908,"$2,208.22",$30.00,"$179,091,815.00","$9,281.49",$86.78,"$2,957.77",False
"$17,769.18",$245.94,"$8,490,842.00","$1,287.75","$13,000.00","$129,896,000.00","$9,485.00","$2,137.89",$0.00,"$26,903,153.00","$3,018.31",$0.00,2026-01-16 00:00:00,1899-12-30 12:25:59,$524.50,Checking,[],909,"$2,235.69",$30.00,"$168,491,815.00","$9,029.50",$86.78,"$3,040.77",False
"$17,413.56",$244.80,"$3,183,842.00","$2,187.75","$13,000.00","$108,356,000.00","$15,659.00","$2,044.89",$0.00,"$26,903,153.00","$3,018.31",$0.00,2026-01-16 00:00:00,1899-12-30 15:59:19,$524.50,Checking,[],910,"$2,265.50",$30.00,"$185,021,815.00","$5,326.54",$86.78,$388.77,False
"$17,406.56",$244.80,"$3,183,842.00","$2,147.85","$13,000.00","$108,456,000.00","$15,964.00","$2,044.89",$0.00,"$26,903,153.00","$3,018.31",$0.00,2026-01-16 00:00:00,1899-12-30 16:54:41,$524.50,Checking,[],911,"$2,265.71",$30.00,"$185,021,815.00","$5,206.54",$86.78,$388.77,False
"$17,394.66",$241.66,"$3,183,842.00","$2,581.55","$13,000.00","$102,536,000.00","$14,991.00","$2,150.24",$0.00,"$26,903,153.00","$3,018.31",$0.00,2026-01-16 00:00:00,1899-12-30 19:34:22,$524.50,Checking,[],912,"$2,296.49",$30.00,"$185,021,815.00","$5,461.54",$84.62,$388.77,False
"$17,394.66",$241.66,"$7,774,592.00","$2,657.05","$13,000.00","$105,586,000.00","$15,952.00","$2,095.58","$294,500.00","$26,903,153.00","$3,018.31",$38.96,2026-01-16 00:00:00,1899-12-30 21:08:14,$524.50,Closing,[],913,"$2,301.28",$30.00,"$175,021,815.00","$5,961.54",$84.62,$388.77,False
"$17,394.66",$241.66,"$7,774,592.00","$2,657.05","$13,000.00","$105,586,000.00","$15,952.00","$2,095.58",$0.00,"$27,197,653.00","$3,057.27",$0.00,2026-01-17 00:00:00,1899-12-30 08:08:54,$524.50,Opening,[],914,"$2,301.28",$30.00,"$175,021,815.00","$5,961.54",$84.62,$388.77,False
"$17,393.72",$223.10,"$1,937,142.00","$1,061.72","$13,000.00","$114,706,000.00","$19,025.00","$2,035.58",$0.00,"$27,197,653.00","$3,057.27",$0.00,2026-01-17 00:00:00,1899-12-30 11:31:50,$524.50,Checking,[],915,"$2,323.32",$30.00,"$163,161,815.00","$5,031.04",$84.62,$388.77,False
