Detail_ID,Discount,Discount_Amount,ExistedQuantity,P_ID,Product_Category,Product_Description,PurchaseCurrency,Purchase_ID,Qty,SerialNumber,Total,Total_Cost,Unit_Cost
894,0.,$0.00,0,1986,Accessories,SamFire Case iPhone 17 Pro,USD,143,10,,$30.00,$30.00,$3.00
895,0.,$0.00,0,1987,Accessories,SamFire Case iPhone 17 Pro Max,USD,143,10,,$30.00,$30.00,$3.00
896,0.,$0.00,0,1988,Accessories,SamFire Case iPhone 17 Air,USD,143,10,,$30.00,$30.00,$3.00
897,0.,$0.00,0,1989,Accessories,Fashion Case iPhone 17,USD,143,10,,$30.00,$30.00,$3.00
898,0.,$0.00,0,1990,Accessories,Fashion Case iPhone 17 Pro,USD,143,10,,$30.00,$30.00,$3.00
899,0.,$0.00,0,1991,Accessories,Fashion Case iPhone 17 Pro Max,USD,143,7,,$21.00,$21.00,$3.00
900,0.,$0.00,0,1992,Accessories,Clear Case Magnetic 17 Pro Max,USD,143,9,,$18.00,$18.00,$2.00
901,0.,$0.00,0,1993,Accessories,Clear Case Magnetic 14,USD,143,1,,$2.00,$2.00,$2.00
902,0.,$0.00,0,1994,Accessories,Clear Case Galaxy S26 Ultra,USD,143,10,,$60.00,$60.00,$6.00
903,0.,$0.00,0,1995,Accessories,Silicone Case Galaxy S26 Ultra,USD,143,10,,$60.00,$60.00,$6.00
904,0.,$0.00,0,1996,Accessories,Mobile Case Highly Protective S25 Ultra,USD,143,3,,$9.00,$9.00,$3.00
905,0.,$0.00,0,1997,Accessories,New Case Creative Case S25 Ultra,USD,143,3,,$9.00,$9.00,$3.00
906,0.,$0.00,1,1096,Accessories,Alfa Line,USD,144,2,,$15.54,$15.54,$7.77
907,0.,$0.00,0,329,Accessories,Kit Bonds By Iqos Cosmic Black 1.6,USD,145,1,,$20.00,$20.00,$20.00
908,0.,$0.00,0,330,Accessories,Kit Bonds By Iqos Ruby Red 1.6,USD,145,1,,$20.00,$20.00,$20.00
909,0.,$0.00,0,331,Accessories,Kit Bonds By Iqos Ocean Blue 1.6,USD,145,1,,$20.00,$20.00,$20.00
910,0.,$0.00,0,1328,Accessories,Iqos ILUMA I Leaf Green,USD,145,1,,$55.00,$55.00,$55.00
911,0.,$0.00,0,1532,Accessories,Iqos Iluma I One Digital Violet,USD,145,1,,$30.00,$30.00,$30.00
912,0.,$0.00,0,1420,Accessories,Iqos Iluma I One Leaf Green,USD,145,1,,$30.00,$30.00,$30.00
913,0.,$0.00,0,1533,Accessories,Iqos Iluma I One Breeze Blue,USD,145,1,,$30.00,$30.00,$30.00
914,0.,$0.00,0,1421,Accessories,Iqos Iluma I One Midnight Black,USD,145,3,,$90.00,$90.00,$30.00
915,0.,$0.00,1,400,Accessories,Panasonic CR2032,USD,146,20,,$30.00,$30.00,$1.50
916,0.,$0.00,3,390,Accessories,Panasonic Alkaline Power AA | 4,USD,146,12,,$36.00,$36.00,$3.00
917,0.,$0.00,0,505,Accessories,Toshiba High Power AA | 4 Alkaline LR6/1.5v,USD,146,12,,$18.00,$18.00,$1.50
918,0.,$0.00,0,1998,Accessories,Panasonic CR123 A,USD,146,6,,$30.00,$30.00,$5.00
919,0.,$0.00,0,1953,Accessories,Odora Reed Diffuser,USD,147,18,,$54.00,$54.00,$3.00
920,0.,$0.00,1,1954,Accessories,Deo Group premium Diffuser,USD,147,4,,$60.00,$60.00,$15.00
921,0.,$0.00,0,1561,Accessories,Iphone 17 Pro Max 256 EID 357610215590584,USD,148,1,,"$1,610.00","$1,610.00","$1,610.00"
922,0.,$0.00,0,926,Accessories,Blends Purple Aroma,USD,149,20,,$19.20,$19.20,$0.96
923,0.,$0.00,0,929,Accessories,Blends Round Clasics,USD,149,10,,$9.60,$9.60,$0.96
924,0.,$0.00,0,1999,Accessories,samsung trio adapter 65w,USD,150,1,,$30.00,$30.00,$30.00
925,0.,$0.00,0,2000,Accessories,phone samsung s26 ultra,USD,150,1,,"$1,680.00","$1,680.00","$1,680.00"
926,0.,$0.00,0,1096,Accessories,Alfa Line,USD,151,2,,$15.54,$15.54,$7.77
927,0.,$0.00,1,1686,Accessories,"Tabe3 mebele 20,000LBP",usd,152,100,,$21.94,$21.94,$0.22
928,0.,$0.00,1,1687,Accessories,"Tabe3 mebele 50,000LBP",usd,152,100,,$54.86,$54.86,$0.55
929,0.,$0.00,0,1688,Accessories,"Tabe3 Mele 100,000LBP",usd,152,150,,$164.58,$164.58,$1.10
930,0.,$0.00,0,2001,Accessories,Hoco Power Bank PD 20000 J87A,USD,153,1,,$11.50,$11.50,$11.50
931,0.,$0.00,0,2002,Accessories,Foneng Earphone EP100,USD,153,3,,$3.75,$3.75,$1.25
932,0.,$0.00,0,2003,Accessories,Foneng Earphone T57,USD,153,3,,$3.75,$3.75,$1.25
933,0.,$0.00,3,1959,Accessories,Foneng Audio Cable USB-C to Jack BM31,USD,153,5,,$17.50,$17.50,$3.50
934,0.,$0.00,0,1964,Accessories,Foneng Power Bank Fast Charging 30000 mah GT300,USD,153,1,,$19.00,$19.00,$19.00
935,0.,$0.00,0,2004,Accessories,Foneng Cable USB XS01,USD,153,10,,$9.00,$9.00,$0.90
936,0.,$0.00,0,2005,Accessories,Hoco Car Holder H81,USD,153,2,,$8.00,$8.00,$4.00
937,0.,$0.00,0,1945,Accessories,MoXoM Extendable Holder StrongMan MX-VS27,USD,153,2,,$10.00,$10.00,$5.00
938,0.,$0.00,0,2006,Accessories,Bavin Car Holder PS-74,USD,153,2,,$8.00,$8.00,$4.00
939,0.,$0.00,0,2007,Accessories,Moxom Car Holder VS48,USD,153,2,,$10.00,$10.00,$5.00
940,0.,$0.00,0,2008,Accessories,Game Mouse Pad JT-P100 / CP-P200,USD,153,2,,$5.00,$5.00,$2.50
941,0.,$0.00,1,1935,Accessories,Hoco Mouse 2.4G Wireless BT Dual Mode Mouse DI04 Plus,USD,153,2,,$9.00,$9.00,$4.50
942,0.,$0.00,0,1936,Accessories,Hoco Mouse Confortable Grip Wired Mouse GM50,USD,153,2,,$6.00,$6.00,$3.00
943,0.,$0.00,0,2009,Accessories,Joyroom Car Phone Holder ZS198,USD,153,1,,$6.50,$6.50,$6.50
944,0.,$0.00,0,2010,Accessories,Heybingo 3 in 1 Protection S26 Ultra,USD,153,3,,$21.00,$21.00,$7.00
945,0.,$0.00,1,593,Accessories,Kingston Data Traveler Exodia Onyx 256 GB USB 3.2,USD,153,2,,$45.00,$45.00,$22.50
946,0.,$0.00,0,592,Accessories,Kingston Data Traveler Exodia Onyx 128 GB USB 3.2,USD,153,2,,$21.00,$21.00,$10.50
947,0.,$0.00,0,2011,Accessories,Apple Earpods USB-C iPhone Copy,USD,153,10,,$35.00,$35.00,$3.50
948,0.,$0.00,7,1953,Accessories,Odora Reed Diffuser,USD,154,17,,$51.00,$51.00,$3.00
949,0.,$0.00,0,1327,Accessories,Iqos ILUMA I Midnight Black,USD,155,1,,$55.00,$55.00,$55.00
950,0.,$0.00,0,1328,Accessories,Iqos ILUMA I Leaf Green,USD,155,2,,$110.00,$110.00,$55.00
951,0.,$0.00,1,1532,Accessories,Iqos Iluma I One Digital Violet,USD,155,1,,$30.00,$30.00,$30.00
952,0.,$0.00,1,1420,Accessories,Iqos Iluma I One Leaf Green,USD,155,1,,$30.00,$30.00,$30.00
953,0.,$0.00,2,1421,Accessories,Iqos Iluma I One Midnight Black,USD,155,2,,$60.00,$60.00,$30.00
954,0.,$0.00,11,923,Accessories,Terea Amber,USD,156,20,,$48.40,$48.40,$2.42
955,0.,$0.00,3,931,Accessories,Blends Mellow Classics,USD,156,10,,$9.60,$9.60,$0.96
956,0.,$0.00,4,917,Accessories,Terea Turquoise,USD,157,50,,$115.00,$115.00,$2.30
957,0.,$0.00,33,922,Accessories,Terea Purple,USD,157,10,,$24.50,$24.50,$2.45
958,0.,$0.00,38,918,Accessories,Terea Silver,USD,157,20,,$46.00,$46.00,$2.30
959,0.,$0.00,12,919,Accessories,Terea Yellow,USD,157,10,,$23.00,$23.00,$2.30
960,0.,$0.00,19,920,Accessories,Terea Sun Pearl,USD,157,10,,$25.50,$25.50,$2.55
961,0.,$0.00,0,921,Accessories,Terea Oasis Pearl,USD,157,20,,$66.00,$66.00,$3.30
962,0.,$0.00,1,1178,Accessories,Delia Classic Red,USD,157,10,,$17.00,$17.00,$1.70
963,0.,$0.00,0,1179,Accessories,Delia Classic Silver,USD,157,10,,$17.00,$17.00,$1.70
964,0.,$0.00,8,1180,Accessories,Delia Classic Gold,USD,157,10,,$17.00,$17.00,$1.70
965,0.,$0.00,8,929,Accessories,Blends Round Clasics,USD,157,10,,$9.60,$9.60,$0.96
966,0.,$0.00,0,417,Accessories,PS5 1Terra,USD,158,1,,$580.00,$580.00,$580.00
